Exercise Name,Equipment,Variation,Utility,Mechanics,Force,Preparation,Execution,Target_Muscles,Synergist_Muscles,Stabilizer_Muscles,Antagonist_Muscles,Dynamic_Stabilizer_Muscles,Main_muscle,Difficulty (1-5),Secondary Muscles,parent_id
Y Raise,Cable,No,Auxiliary,Isolated,Pull,"Stand facing between low pulleys medium width apart, grasp left stirrup with right hand and right stirrup with left hand. Step back slightly away from pulleys and stand upright with cables crossed in front of hips.","With elbows slightly bent, raise arms upward and outward to sides in Y configuration until elbows are approximately lateral to each ear. Lower stirrups forward and downward in reverse pattern. Repeat.","Lateral Deltoid,","Supraspinatus, Teres Minor, Infraspinatus, Trapezius, Lower, Trapezius, Middle, Serratus Anterior, Inferior Digitations, Deltoid, Anterior, Deltoid, Posterior, Coracobrachialis, ","Trapezius, Upper, Levator Scapulae, Wrist Extensors, Erector Spinae, Gluteus Maximus, Hamstrings, ",,,Shoulder,3,"Posterior Deltoid, Lower Trapezius",
Incline Lateral Raise,Dumbbell,No,Auxiliary,Isolated,Pull,"Grasp dumbbell in one hand. Lie on 30° to 45° incline bench with opposite side of body on incline, arm over top of bench, lower leg positioned on front side of seat, and upper leg on back side of seat. Position dumbbell inside of lower leg, just in front of upper leg.","With elbows slightly bent, raise arms upward and outward to sides in Y configuration until elbows are approximately lateral to each ear. Lower stirrups forward and downward in reverse pattern. Repeat.","Lateral Deltoid,","Deltoid, Posterior, Supraspinatus, Trapezius, Middle, Trapezius, Lower, Serratus Anterior, Inferior Digitations, ","Wrist Extensors, Trapezius, Upper, Levator Scapulae, ",,,Shoulder,3,"Lateral Deltoid, Supraspinatus",
Lateral Raise,Dumbbell,No,Basic or Auxiliary,Isolated,Pull,Grasp dumbbells in front of thighs with elbows slightly bent. Bend over slightly with hips and knees bent slightly.,Raise upper arms to sides until slightly bent elbows are shoulder height while maintaining elbows' height above or equal to wrists. Lower and repeat.,"Lateral Deltoid,","Deltoid, Anterior, Supraspinatus, Trapezius, Middle, Trapezius, Lower, Serratus Anterior, Inferior Digitations, ","Trapezius, Upper, Levator Scapulae, Wrist Extensors, ",,,Shoulder,2,"Lateral Deltoid, Supraspinatus",
Upright Row,Dumbbell,No,Basic,Compound,Pull,Grasp dumbbells and stand with palms facing front of thighs.,Pull dumbbells to front of shoulder with elbows leading out to sides. Allow wrists to flex as dumbbells rise upward. Lower and repeat.,"Lateral Deltoid,","Deltoid, Anterior, Supraspinatus, Brachialis, Brachioradialis, Biceps Brachii, Trapezius, Middle, Trapezius, Lower, Serratus Anterior, Inferior Digitations, Infraspinatus, Teres Minor, ","Trapezius, Upper, Levator Scapulae, ",,,Shoulder,3,"Lateral Deltoid, Upper Trapezius",
Upright Row:  One Arm,Dumbbell,Yes,Basic,Compound,Pull,Grasp dumbbells with palms facing front of thighs. Position other hand for support.,Pull dumbbell to front of shoulder with elbow leading. Allow wrist to flex as dumbbell rises upward. Lower and repeat. Continue with opposite arm.,"Lateral Deltoid,","Deltoid, Anterior, Supraspinatus, Brachialis, Brachioradialis, Biceps Brachii, Trapezius, Middle, Trapezius, Lower, Serratus Anterior, Inferior Digitations, Infraspinatus, Teres Minor, ","Trapezius, Upper, Levator Scapulae, ",,,Shoulder,3,"Lateral Deltoid, Upper Trapezius",53
Lateral Raise,Lever (plate loaded),No,Basic or Auxiliary,Isolated,Pull,Sit in machine. Situate bent arms between padded lever and sides of body.,Raise arms to sides until upper arms are horizontal. Return and repeat.,"Lateral Deltoid,","Deltoid, Anterior, Supraspinatus, Trapezius, Middle, Trapezius, Lower, Serratus Anterior, Inferior Digitations, ","Trapezius, Upper, Levator Scapulae, ",,,Shoulder,2,"Lateral Deltoid, Supraspinatus",
Lateral Raise,Lever (selectorized),No,Basic or Auxiliary,Isolated,Pull,Sit in machine. Situate bent arms between padded lever and sides of body. Grasp handles if available.,Raise arms to sides until upper arms are horizontal. Return and repeat.,"Lateral Deltoid,","Deltoid, Anterior, Supraspinatus, Trapezius, Middle, Trapezius, Lower, Serratus Anterior, Inferior Digitations, ","Trapezius, Upper, Levator Scapulae, ",,,Shoulder,2,"Lateral Deltoid, Supraspinatus",
Lateral Raise:  other machine,Lever (selectorized),Yes,Basic or Auxiliary,Isolated,Pull,Sit in machine. Situate bent arms between padded lever and sides of body. Grasp handles if available.,Raise arms to sides until upper arms are horizontal. Return and repeat.,"Lateral Deltoid,","Deltoid, Anterior, Supraspinatus, Trapezius, Middle, Trapezius, Lower, Serratus Anterior, Inferior Digitations, ","Trapezius, Upper, Levator Scapulae, ",,,Shoulder,2,"Lateral Deltoid, Supraspinatus",56
Upright Row​​​​​​​,Smith,No,Basic,Compound,Pull,Stand behind bar mid-thigh height. Grasp bar with shoulder width or slightly narrower overhand grip. Disengage bar by rotating bar back and stand upright.,Pull bar to neck with elbows leading. Allow wrists to flex as bar rises. Lower and repeat.,"Lateral Deltoid,","Deltoid, Anterior, Supraspinatus, Brachialis, Brachioradialis, Biceps Brachii, Trapezius, Middle, Trapezius, Lower, Serratus Anterior, Inferior Digitations, Infraspinatus, Teres Minor, ","Trapezius, Upper, Levator Scapulae, ",,,Shoulder,3,"Lateral Deltoid, Upper Trapezius",
Y Raise,Suspended,No,Auxiliary,Isolated,Pull,"Grasp suspension handles and momentarily step back until arms are extended forward and straight. While keeping arms straight and shoulders back, step forward so body reclines back behind suspension handles. Position body and legs straight at desired angle hanging from handles with arms straight and palms angled inward.",Raise arms upward and outward in shape of a Y while keeping arms straight. Return and lower body back in opposite motion until arms are extended straight forward in original position. Repeat.,"Lateral Deltoid,","Deltoid, Anterior, Supraspinatus, Trapezius, Lower, Trapezius, Middle, Serratus Anterior, Inferior Digitations, Teres Minor, Infraspinatus, Coracobrachialis, ","Erector Spinae, Gluteus Maximus, Hamstrings, Trapezius, Upper, Levator Scapulae, Wrist Extensors, ","Rectus Abdominis, Obliques, ",,Shoulder,3,"Posterior Deltoid, Lower Trapezius",
Rear Delt Row,Barbell,No,Basic or Auxiliary,Compound,Pull,"Bend knees slightly and bend over bar with back straight, approximately horizontal. Grasp bar with wide overhand grip.","Keeping upper arm perpendicular to torso, pull barbell up toward upper chest until upper arms are just beyond horizontal. Return and repeat.","Posterior Deltoid,","Infraspinatus, Teres Minor, Deltoid, Lateral, Trapezius, Middle, Trapezius, Lower, Rhomboids, Brachialis, Brachioradialis, ","Erector Spinae, Hamstrings, Gluteus Maximus, Adductor Magnus, Quadriceps, ",,"Biceps Brachii, ",Shoulder,3,"Posterior Deltoid, Rhomboids",
Reverse Fly,Cable,No,Auxiliary,Isolated,Pull,Stand facing twin pulley cables positioned close together and approximately shoulder height. Grasp stirrup cable attachment in each hand. Step back away from machine so cable is taut. Stand with feet staggered. Point elbows outward with arms straight or slightly bent.,"Pull stirrups out to sides, maintaining stiff elbow position throughout exercise. Return to original position and repeat.","Posterior Deltoid,","Deltoid, Lateral, Infraspinatus, Teres Minor, Trapezius, Middle, Trapezius, Lower, Rhomboids, ","Triceps Brachii, Wrist Extensors, Erector Spinae, ",,,Shoulder,2,"Posterior Deltoid, Middle Trapezius",
Rear Delt Row,Cable,No,Basic or Auxiliary,Compound,Pull,"Sit slightly forward on bench or platform in order to grasp cable bar attachment. With elbow width overhand grip, straighten torso upright and slide hips back until knees are only   slightly bent.","Pull cable attachment toward upper chest, just below neck, with elbows up out to sides until elbows travel slightly behind back. Keep upper arms horizontal, perpendicular to trunk. Return until arms are extended and shoulders are stretched forward. Repeat.","Posterior Deltoid,","Infraspinatus, Teres Minor, Deltoid, Lateral, Trapezius, Middle, Trapezius, Lower, Rhomboids, Brachialis, Brachioradialis, ","Erector Spinae, Hamstrings, Gluteus Maximus, Adductor Magnus, ",,"Biceps Brachii, ",Shoulder,3,"Posterior Deltoid, Rhomboids",
Rear Delt Row:  Standing Rear Delt Row (stirrups),Cable,Yes,Basic or Auxiliary,Compound,Pull,Stand facing twin pulley cables positioned shoulder height. Grasp stirrup cable attachment in each hand. Step back with one foot so arms and shoulders are positioned straight forward with cable taut. Point elbows outward.,"Pull stirrups out to sides, keeping elbows at shoulder height until elbows travel slightly behind back. Allow wrists to follow elbows. Keep upper arms horizontal, perpendicular to trunk. Return until arms are extended and shoulders are stretched forward. Repeat.","Posterior Deltoid,","Infraspinatus, Teres Minor, Deltoid, Lateral, Trapezius, Middle, Trapezius, Lower, Rhomboids, Brachialis, Brachioradialis, ","Erector Spinae, ",,"Biceps Brachii, ",Shoulder,3,"Posterior Deltoid, Rhomboids",62
Rear Lateral Raise,Cable,No,Auxiliary,Isolated,Pull,"Stand with cable columns to each side. Grasp left stirrup with right hand and right stirrup with left hand. Bend knees and bend over at hips, so torso is approximately horizontal with back straight. Point elbows outward with arms slightly bent.",Raise upper arms to sides until elbows are shoulder height. Maintain upper arms perpendicular to torso and slight bend in elbows as arms are raised to sides. Lower and repeat.,"Posterior Deltoid,","Deltoid, Lateral, Infraspinatus, Teres Minor, Trapezius, Middle, Trapezius, Lower, Rhomboids, ","Triceps Brachii, Wrist Extensors, Erector Spinae, Hamstrings, Gluteus Maximus, Adductor Magnus, Quadriceps, ",,,Shoulder,2,"Posterior Deltoid, Middle Trapezius",
Rear Lateral Raise,Dumbbell,No,Auxiliary,Isolated,Pull,"Grasp dumbbells to each side. Bend knees and bend over through hips with back flat, close to horizontal. Position elbows with slight bend and palms facing together.","Raise upper arms to sides until elbows are shoulder height. Maintain upper arms perpendicular to torso and fixed elbow position (10° to 30° angle) throughout exercise. Maintain height of elbows above wrists by raising ""pinkie finger"" side up. Lower and repeat.","Posterior Deltoid,","Infraspinatus, Teres Minor, Deltoid, Lateral, Trapezius, Middle, Trapezius, Lower, Rhomboids, ","Triceps Brachii, Wrist Extensors, Erector Spinae, Hamstrings, Gluteus Maximus, Adductor Magnus, Quadriceps, ",,,Shoulder,2,"Posterior Deltoid, Middle Trapezius",
Rear Delt Row,Dumbbell,No,Basic or Auxiliary,Compound,Pull,Kneel over side of bench with arm and leg to side. Grasp dumbbell.,Pull dumbbell up out to side with upper arm perpendicular to trunk until upper arm is just beyond horizontal. Lower and repeat.,"Posterior Deltoid,","Infraspinatus, Teres Minor, Deltoid, Lateral, Trapezius, Middle, Trapezius, Lower, Brachialis, Brachioradialis, Rhomboids, ","Triceps Brachii (supporting arm), ",,"Biceps Brachii, ",Shoulder,3,"Posterior Deltoid, Rhomboids",
Seated Rear Lateral Raise,Dumbbell,No,Auxiliary,Isolated,Pull,Sit on edge of bench with feet placed beyond knees. Bend over and rest torso on thighs. Grasp dumbbells with each hand under legs. Position elbows with slight bend with palms facing together behind ankles (as shown) or just to sides of ankles.,"Raise upper arms to sides until elbows are shoulder height. Maintain upper arms perpendicular to torso and fixed elbow position (10° to 30° angle) throughout exercise. Maintain elbows height above wrists by raising ""pinkie finger"" side up. Lower and repeat.","Posterior Deltoid,","Infraspinatus, Teres Minor, Deltoid, Lateral, Trapezius, Middle, Trapezius, Lower, Rhomboids, ","Triceps Brachii, ",,,Shoulder,2,"Posterior Deltoid, Middle Trapezius",
Lying Rear Lateral Raise,Lever (plate loaded),No,Auxiliary,Isolated,Pull,Lie on machine with chest against padding. Position arms between padded lever arms with elbows below shoulders.,Pull arms up until elbows are beyond back. Return and repeat.,"Posterior Deltoid,","Infraspinatus, Teres Minor, Trapezius, Middle, Trapezius, Lower, Rhomboids, ","No significant stabilizers, ",,,Shoulder,2,"Posterior Deltoid, Middle Trapezius",
Seated Rear Delt Row,Lever (plate loaded),No,Basic or Auxiliary,Compound,Pull,Place seat at low position. Sit on seat with chest against pad and grasp upper handles.,"Pull lever with elbows up out to sides until upper arms are just beyond parallel, keeping upper arm horizontal, perpendicular to torso. Return and repeat.","Posterior Deltoid,","Infraspinatus, Teres Minor, Trapezius, Middle, Trapezius, Lower, Rhomboids, Brachialis, Brachioradialis, Latissimus Dorsi, ","Deltoid, Lateral, ",,"Biceps Brachii, ",Shoulder,3,"Posterior Deltoid, Rhomboids",
Seated Rear Delt Row:  alternative machine,Lever (plate loaded),Yes,Basic or Auxiliary,Compound,Pull,Place seat at low position. Sit on seat with chest against pad and grasp upper handles.,"Pull lever with elbows up out to sides until upper arms are just beyond parallel, keeping upper arm horizontal, perpendicular to torso. Return and repeat.","Posterior Deltoid,","Infraspinatus, Teres Minor, Trapezius, Middle, Trapezius, Lower, Rhomboids, Brachialis, Brachioradialis, Latissimus Dorsi, ","Deltoid, Lateral, ",,"Biceps Brachii, ",Shoulder,3,"Posterior Deltoid, Rhomboids",69
Lying Rear Lateral Raise,Lever (selectorized),No,Auxiliary,Isolated,Pull,Lie on machine with chest against padding. Position arms between padded lever arms with elbows below shoulders.,Pull arms up until elbows are beyond back. Lower and repeat.,"Posterior Deltoid,","Infraspinatus, Teres Minor, Trapezius, Middle, Trapezius, Lower, Rhomboids, ","No significant stabilizers, ",,,Shoulder,2,"Posterior Deltoid, Middle Trapezius",
Seated Rear Delt Row,Lever (selectorized),No,Basic or Auxiliary,Compound,Pull,Place seat at low position. Sit on seat with chest against pad and grasp upper handles.,"Pull lever with elbows up out to sides until upper arms are just beyond parallel, keeping upper arm horizontal, perpendicular to torso. Return and repeat.","Posterior Deltoid,","Infraspinatus, Teres Minor, Trapezius, Middle, Trapezius, Lower, Rhomboids, Brachialis, Brachioradialis, Latissimus Dorsi, ","Deltoid, Lateral, ",,"Biceps Brachii, ",Shoulder,3,"Posterior Deltoid, Rhomboids",
Seated Reverse Fly,Lever (selectorized),No,Auxiliary,Isolated,Pull,Sit on machine with chest against pad. Grasp parallel handles with thumbs up at shoulder height. Slightly bend elbows and internally rotate shoulders so elbows are also at height of shoulders.,"Keeping elbows pointed high, pull handles apart and to rear until elbows are just behind back. Return and repeat.","Posterior Deltoid,","Infraspinatus, Teres Minor, Deltoid, Lateral, Trapezius, Middle, Trapezius, Lower, Rhomboids, ","Triceps Brachii, Wrist Extensors, ",,,Shoulder,2,"Posterior Deltoid, Middle Trapezius",
